,Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
208,GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,96.7192957412953,394.583136574358,2367.49933068934,2558.77875834959,2595.23484372958,2760.71710111715,2992.07153198845,3267.22506911927,3491.09140990663,3586.34717624763,3756.48890080884,4163.51429874522
