,GHO (CODE),GHO (DISPLAY),YEAR (CODE),YEAR (DISPLAY),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
3254,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2006.0,2006,WPR,Western Pacific,,,2006,2006,,,VNM,Viet Nam,,,,MLE,Male,,,,,,,,22.33 [19.14-25.29],22.33263,19.14305,25.29428,,,
3255,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2007.0,2007,WPR,Western Pacific,,,2007,2007,,,VNM,Viet Nam,,,,MLE,Male,,,,,,,,21.9 [19.04-24.6],21.90282,19.03964,24.59988,,,
3256,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2008.0,2008,WPR,Western Pacific,,,2008,2008,,,VNM,Viet Nam,,,,MLE,Male,,,,,,,,21.53 [19.01-23.97],21.53106,19.0096,23.97421,,,
3257,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2009.0,2009,WPR,Western Pacific,,,2009,2009,,,VNM,Viet Nam,,,,MLE,Male,,,,,,,,21.23 [19.01-23.33],21.23204,19.01178,23.32854,,,
3258,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1965.0,1965,WPR,Western Pacific,,,1965,1965,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,56.76 [46.77-68.88],56.75572,46.77464,68.87865,,,
3259,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1966.0,1966,WPR,Western Pacific,,,1966,1966,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,56.41 [47.5-67.06],56.41437,47.50436,67.05534,,,
3260,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1967.0,1967,WPR,Western Pacific,,,1967,1967,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,56.01 [48.1-65.39],56.00695,48.09963,65.3944,,,
3261,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1968.0,1968,WPR,Western Pacific,,,1968,1968,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,55.62 [48.45-63.97],55.62350,48.45039,63.96735,,,
3262,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1981.0,1981,WPR,Western Pacific,,,1981,1981,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,46.26 [43.15-49.74],46.25906,43.15319,49.73921,,,
3263,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1982.0,1982,WPR,Western Pacific,,,1982,1982,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,45.42 [42.45-48.8],45.42296,42.44689,48.79843,,,
3264,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1983.0,1983,WPR,Western Pacific,,,1983,1983,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,44.64 [41.74-47.88],44.64054,41.74274,47.88436,,,
3265,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1984.0,1984,WPR,Western Pacific,,,1984,1984,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,43.84 [40.96-46.99],43.83652,40.95917,46.98836,,,
3266,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1998.0,1998,WPR,Western Pacific,,,1998,1998,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,25.73 [22.83-28.51],25.72920,22.83267,28.51215,,,
3267,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),1999.0,1999,WPR,Western Pacific,,,1999,1999,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,24.61 [21.51-27.49],24.60811,21.5146,27.4908,,,
3268,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2000.0,2000,WPR,Western Pacific,,,2000,2000,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,23.6 [20.31-26.54],23.60157,20.31276,26.54253,,,
3269,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2001.0,2001,WPR,Western Pacific,,,2001,2001,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,22.7 [19.4-25.66],22.70259,19.39761,25.65699,,,
3270,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2015.0,2015,WPR,Western Pacific,,,2015,2015,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,17.48 [16.47-18.5],17.48285,16.47485,18.49747,,,
3271,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2016.0,2016,WPR,Western Pacific,,,2016,2016,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,17.3 [16.32-18.33],17.30343,16.31625,18.33416,,,
3272,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2017.0,2017,WPR,Western Pacific,,,2017,2017,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,17.13 [16.1-18.22],17.13187,16.09669,18.21625,,,
3273,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2019.0,2019,WPR,Western Pacific,,,2019,2019,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,16.81 [15.48-18.21],16.80908,15.48347,18.21404,,,
3274,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2021.0,2021,WPR,Western Pacific,,,2021,2021,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,16.43 [14.55-18.66],16.43062,14.55216,18.66322,,,
3723,MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),2018.0,2018,WPR,Western Pacific,,,2018,2018,,,VNM,Viet Nam,,,,BTSX,Both sexes,,,,,,,,16.96 [15.83-18.18],16.96396,15.83232,18.1751,,,
